Selected,Term,NoEmp,CreateJob,RetainedJob,UrbanRural,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,label
1.0,240.0,65.0,3.0,65.0,urban,0.0,343000.0,343000.0,0.0,1.0,1.0,0.0,0.0
0.0,269.0,2.0,0.0,2.0,urban,247074.0,297500.0,223125.0,0.0,1.0,0.75,0.0,1.0
0.0,84.0,1.0,2.0,1.0,rural,0.0,30000.0,15000.0,1.0,0.0,0.5,0.0,0.0
1.0,76.0,2.0,0.0,2.0,rural,29700.0,30000.0,15000.0,1.0,0.0,0.5,0.0,1.0
1.0,60.0,13.0,7.0,20.0,urban,0.0,25000.0,12500.0,1.0,0.0,0.5,0.0,0.0
1.0,240.0,13.0,8.0,0.0,urban,0.0,79000.0,79000.0,0.0,1.0,1.0,0.0,0.0
0.0,240.0,13.0,8.0,0.0,urban,0.0,249000.0,249000.0,0.0,1.0,1.0,0.0,0.0
1.0,84.0,3.0,0.0,3.0,rural,0.0,30000.0,15000.0,1.0,0.0,0.5,0.0,0.0
0.0,240.0,13.0,6.0,13.0,rural,0.0,229000.0,229000.0,0.0,1.0,1.0,0.0,0.0
1.0,39.0,3.0,1.0,4.0,urban,40000.0,40000.0,20000.0,0.0,0.0,0.5,0.0,1.0
0.0,240.0,345.0,20.0,0.0,urban,0.0,568000.0,568000.0,0.0,1.0,1.0,0.0,0.0
0.0,240.0,6.0,5.0,0.0,urban,0.0,557000.0,557000.0,0.0,1.0,1.0,0.0,0.0
0.0,268.0,5.0,3.0,8.0,urban,230645.0,394200.0,295650.0,0.0,1.0,0.75,0.0,1.0
0.0,240.0,34.0,6.0,34.0,urban,0.0,914000.0,914000.0,0.0,1.0,1.0,0.0,0.0
1.0,41.0,1.0,1.0,1.0,urban,29638.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
0.0,73.0,31.0,69.0,31.0,urban,0.0,150000.0,75000.0,0.0,0.0,0.5,0.0,0.0
1.0,54.0,3.0,2.0,3.0,rural,28987.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
1.0,240.0,20.0,3.0,0.0,urban,0.0,105000.0,105000.0,0.0,1.0,1.0,0.0,0.0
1.0,120.0,6.0,0.0,6.0,urban,0.0,825000.0,618750.0,0.0,0.0,0.75,0.0,0.0
0.0,7.0,1.0,0.0,1.0,urban,43770.0,45000.0,22500.0,0.0,0.0,0.5,0.0,1.0
1.0,39.0,1.0,0.0,1.0,urban,23950.0,24000.0,12000.0,1.0,0.0,0.5,1.0,1.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,100000.0,50000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,3.0,1.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,5.0,0.0,5.0,rural,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,5.0,2.0,5.0,rural,0.0,30000.0,15000.0,0.0,0.0,0.5,0.0,0.0
1.0,44.0,1.0,6.0,1.0,urban,70294.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
0.0,56.0,3.0,2.0,3.0,urban,70525.0,74300.0,37150.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,2.0,0.0,2.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,43.0,9.0,0.0,9.0,urban,19119.0,20000.0,10000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,1.0,1.0,2.0,urban,0.0,10000.0,5000.0,1.0,0.0,0.5,0.0,0.0
1.0,38.0,3.0,0.0,3.0,urban,29219.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
0.0,58.0,5.0,0.0,5.0,urban,34164.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
0.0,40.0,2.0,2.0,2.0,urban,61731.0,100000.0,50000.0,0.0,0.0,0.5,1.0,1.0
1.0,8.0,4.0,0.0,4.0,urban,14193.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,60.0,7.0,1.0,7.0,urban,0.0,40000.0,20000.0,0.0,0.0,0.5,0.0,0.0
0.0,57.0,13.0,0.0,13.0,urban,39369.0,40000.0,20000.0,1.0,0.0,0.5,0.0,1.0
0.0,51.0,10.0,1.0,10.0,urban,50000.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,5.0,1.0,6.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
1.0,20.0,12.0,3.0,12.0,urban,20886.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,55.0,2.0,0.0,2.0,urban,12317.0,12700.0,6350.0,1.0,0.0,0.5,0.0,1.0
1.0,55.0,1.0,2.0,1.0,urban,20635.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,2.0,0.0,2.0,urban,0.0,50000.0,25000.0,1.0,0.0,0.5,0.0,0.0
1.0,240.0,13.0,3.0,0.0,urban,0.0,669000.0,669000.0,0.0,1.0,1.0,0.0,0.0
0.0,48.0,1.0,1.0,2.0,urban,29997.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,3.0,0.0,3.0,urban,0.0,25800.0,12900.0,0.0,0.0,0.5,0.0,0.0
1.0,53.0,2.0,2.0,2.0,urban,15098.0,35000.0,17500.0,1.0,0.0,0.5,0.0,1.0
0.0,300.0,4.0,4.0,8.0,urban,0.0,952000.0,714000.0,0.0,1.0,0.75,0.0,0.0
0.0,46.0,5.0,0.0,5.0,urban,49000.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,62.0,2.0,1.0,2.0,urban,10500.0,10500.0,5250.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,3.0,0.0,3.0,urban,0.0,50000.0,25000.0,1.0,0.0,0.5,0.0,0.0
0.0,43.0,2.0,1.0,2.0,urban,49500.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,65000.0,32500.0,1.0,0.0,0.5,0.0,0.0
0.0,49.0,1.0,0.0,1.0,urban,6030.0,7000.0,3500.0,1.0,0.0,0.5,0.0,1.0
0.0,52.0,1.0,0.0,1.0,urban,9867.0,10000.0,5000.0,1.0,0.0,0.5,0.0,1.0
0.0,84.0,4.0,1.0,4.0,urban,0.0,15000.0,7500.0,0.0,0.0,0.5,0.0,0.0
1.0,47.0,1.0,0.0,1.0,urban,17840.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
0.0,46.0,7.0,0.0,7.0,urban,40977.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,59.0,1.0,2.0,1.0,urban,44467.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,53.0,3.0,0.0,3.0,urban,24400.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
1.0,240.0,34.0,5.0,0.0,urban,0.0,905000.0,905000.0,0.0,1.0,1.0,0.0,0.0
0.0,84.0,2.0,2.0,2.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,54.0,4.0,1.0,4.0,urban,50000.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,72.0,4.0,0.0,4.0,urban,19800.0,20000.0,10000.0,1.0,0.0,0.5,0.0,1.0
0.0,64.0,2.0,0.0,2.0,urban,9935.0,10000.0,5000.0,1.0,0.0,0.5,0.0,1.0
0.0,55.0,4.0,0.0,4.0,urban,9350.0,10000.0,5000.0,1.0,0.0,0.5,0.0,0.0
0.0,50.0,3.0,2.0,3.0,urban,40250.0,40500.0,20250.0,1.0,0.0,0.5,0.0,1.0
1.0,21.0,1.0,0.0,1.0,urban,31469.0,50000.0,25000.0,0.0,0.0,0.5,1.0,1.0
1.0,50.0,2.0,1.0,3.0,urban,9477.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,10000.0,5000.0,1.0,0.0,0.5,0.0,0.0
0.0,58.0,5.0,1.0,5.0,urban,20198.0,25000.0,21250.0,1.0,0.0,0.85,0.0,1.0
1.0,59.0,5.0,0.0,5.0,urban,49995.0,50000.0,25000.0,1.0,0.0,0.5,0.0,1.0
1.0,37.0,30.0,2.0,30.0,urban,14733.0,25000.0,12500.0,1.0,0.0,0.5,1.0,1.0
0.0,61.0,1.0,0.0,1.0,urban,39444.0,41000.0,20500.0,1.0,0.0,0.5,0.0,1.0
0.0,65.0,2.0,3.0,2.0,urban,23373.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,1.0,3.0,1.0,urban,0.0,100000.0,50000.0,0.0,0.0,0.5,0.0,0.0
0.0,42.0,13.0,1.0,13.0,urban,44950.0,45000.0,22500.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
1.0,32.0,2.0,0.0,2.0,urban,1963.0,36000.0,18000.0,1.0,0.0,0.5,1.0,1.0
1.0,24.0,5.0,2.0,5.0,urban,42580.0,50000.0,25000.0,0.0,0.0,0.5,1.0,1.0
1.0,23.0,3.0,0.0,3.0,urban,9210.0,20000.0,10000.0,0.0,0.0,0.5,1.0,1.0
1.0,61.0,1.0,0.0,1.0,urban,42170.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,240.0,19.0,6.0,19.0,urban,0.0,1117000.0,1117000.0,0.0,1.0,1.0,0.0,0.0
0.0,36.0,1.0,0.0,1.0,urban,8704.0,10000.0,5000.0,0.0,0.0,0.5,1.0,1.0
1.0,61.0,1.0,0.0,1.0,urban,10000.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
1.0,60.0,4.0,1.0,4.0,urban,85306.0,100000.0,50000.0,1.0,0.0,0.5,0.0,1.0
0.0,283.0,24.0,21.0,3.0,urban,527577.0,1067000.0,800250.0,0.0,1.0,0.75,0.0,1.0
1.0,56.0,4.0,0.0,4.0,rural,27308.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
0.0,29.0,31.0,6.0,31.0,urban,49091.0,50000.0,25000.0,0.0,0.0,0.5,1.0,1.0
0.0,84.0,3.0,0.0,3.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,50000.0,25000.0,1.0,0.0,0.5,0.0,0.0
0.0,84.0,2.0,1.0,3.0,urban,0.0,30000.0,15000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,1.0,2.0,urban,0.0,49000.0,24500.0,0.0,0.0,0.5,0.0,0.0
0.0,24.0,2.0,0.0,2.0,urban,0.0,200000.0,100000.0,0.0,0.0,0.5,1.0,0.0
0.0,71.0,1.0,0.0,1.0,urban,10000.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
0.0,64.0,5.0,3.0,5.0,urban,23403.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
0.0,35.0,1.0,0.0,1.0,urban,4476.0,10000.0,5000.0,0.0,0.0,0.5,1.0,1.0
1.0,55.0,7.0,3.0,7.0,urban,99318.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,63000.0,31500.0,1.0,0.0,0.5,0.0,0.0
1.0,48.0,3.0,0.0,3.0,urban,9900.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,1.0,0.0,1.0,urban,0.0,45000.0,22500.0,0.0,0.0,0.5,0.0,0.0
1.0,61.0,38.0,0.0,38.0,urban,40704.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,5.0,1.0,0.0,1.0,urban,1580.0,10000.0,5000.0,1.0,0.0,0.5,0.0,0.0
1.0,9.0,4.0,2.0,4.0,urban,8471.0,25000.0,21250.0,0.0,0.0,0.85,0.0,1.0
0.0,22.0,1.0,0.0,1.0,urban,5491.0,15000.0,7500.0,0.0,0.0,0.5,1.0,1.0
1.0,84.0,1.0,0.0,1.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,52.0,1.0,0.0,1.0,urban,27275.0,30000.0,15000.0,1.0,0.0,0.5,0.0,1.0
1.0,300.0,8.0,4.0,4.0,urban,0.0,990000.0,742500.0,0.0,1.0,0.75,0.0,0.0
0.0,68.0,3.0,0.0,3.0,urban,24229.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,1.0,1.0,1.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,120.0,15.0,0.0,15.0,urban,0.0,1525000.0,1143750.0,0.0,0.0,0.75,0.0,0.0
0.0,84.0,2.0,1.0,2.0,rural,0.0,50000.0,42500.0,0.0,0.0,0.85,0.0,0.0
0.0,120.0,3.0,2.0,5.0,urban,0.0,278400.0,208800.0,1.0,0.0,0.75,0.0,0.0
1.0,35.0,4.0,0.0,4.0,urban,6651.0,10000.0,5000.0,0.0,0.0,0.5,1.0,1.0
1.0,84.0,2.0,0.0,2.0,rural,0.0,10000.0,5000.0,1.0,0.0,0.5,0.0,0.0
0.0,50.0,5.0,1.0,5.0,urban,94880.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,3.0,0.0,3.0,urban,0.0,62000.0,31000.0,1.0,0.0,0.5,0.0,0.0
0.0,120.0,150.0,0.0,0.0,rural,0.0,2000000.0,1500000.0,0.0,0.0,0.75,0.0,0.0
0.0,63.0,14.0,6.0,14.0,urban,46028.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,51.0,5.0,0.0,5.0,urban,24245.0,25000.0,12500.0,1.0,0.0,0.5,0.0,1.0
0.0,44.0,2.0,3.0,2.0,urban,22498.0,25000.0,12500.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,2.0,3.0,2.0,urban,0.0,15000.0,7500.0,0.0,0.0,0.5,0.0,0.0
0.0,45.0,4.0,0.0,4.0,urban,9578.0,10000.0,5000.0,1.0,0.0,0.5,0.0,1.0
0.0,45.0,4.0,0.0,4.0,urban,49478.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,8.0,3.0,11.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
1.0,37.0,10.0,3.0,10.0,urban,100000.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
0.0,69.0,1.0,4.0,5.0,urban,0.0,360000.0,270000.0,1.0,0.0,0.75,0.0,0.0
1.0,32.0,1.0,4.0,5.0,urban,0.0,100000.0,85000.0,1.0,0.0,0.85,1.0,0.0
0.0,2.0,4.0,2.0,4.0,urban,39700.0,40000.0,20000.0,0.0,0.0,0.5,0.0,1.0
1.0,62.0,1.0,0.0,1.0,urban,44319.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,1.0,0.0,1.0,urban,0.0,30000.0,15000.0,0.0,0.0,0.5,0.0,0.0
1.0,24.0,12.0,0.0,12.0,urban,21928.0,35000.0,17500.0,0.0,0.0,0.5,1.0,1.0
0.0,58.0,2.0,1.0,2.0,urban,43847.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,50000.0,25000.0,0.0,0.0,0.5,0.0,0.0
0.0,51.0,12.0,3.0,12.0,urban,37140.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,4.0,2.0,4.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,38.0,3.0,0.0,3.0,urban,9703.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
0.0,50.0,2.0,0.0,2.0,urban,35000.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,1.0,0.0,1.0,urban,0.0,10000.0,5000.0,0.0,0.0,0.5,0.0,0.0
1.0,55.0,10.0,0.0,10.0,urban,35000.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,58.0,13.0,1.0,13.0,urban,99500.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
1.0,54.0,1.0,0.0,1.0,urban,45818.0,50000.0,25000.0,0.0,0.0,0.5,0.0,1.0
1.0,64.0,2.0,0.0,2.0,urban,30573.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,1.0,1.0,1.0,urban,0.0,5000.0,2500.0,0.0,0.0,0.5,0.0,0.0
1.0,84.0,1.0,0.0,1.0,urban,0.0,10000.0,5000.0,0.0,0.0,0.5,0.0,0.0
1.0,120.0,23.0,0.0,23.0,urban,0.0,1000000.0,750000.0,0.0,0.0,0.75,0.0,0.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
1.0,64.0,2.0,0.0,2.0,urban,10000.0,10000.0,5000.0,1.0,0.0,0.5,0.0,1.0
0.0,120.0,1.0,5.0,6.0,urban,0.0,320000.0,240000.0,1.0,0.0,0.75,0.0,0.0
0.0,59.0,2.0,1.0,3.0,urban,16557.0,20000.0,10000.0,0.0,0.0,0.5,0.0,1.0
1.0,23.0,3.0,3.0,3.0,urban,31833.0,35000.0,17500.0,0.0,0.0,0.5,1.0,1.0
0.0,84.0,6.0,10.0,6.0,urban,0.0,5000.0,2500.0,1.0,0.0,0.5,0.0,0.0
1.0,60.0,2.0,2.0,4.0,urban,0.0,28000.0,14000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,40000.0,20000.0,0.0,0.0,0.5,0.0,0.0
0.0,240.0,1.0,9.0,0.0,urban,0.0,454000.0,454000.0,0.0,1.0,1.0,0.0,0.0
0.0,65.0,1.0,2.0,1.0,urban,35000.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,2.0,1.0,3.0,urban,0.0,10000.0,5000.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,3.0,0.0,3.0,rural,0.0,5000.0,2500.0,1.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,35000.0,17500.0,0.0,0.0,0.5,0.0,0.0
1.0,90.0,2.0,1.0,1.0,urban,0.0,125000.0,106250.0,0.0,0.0,0.85,0.0,0.0
0.0,51.0,7.0,0.0,7.0,urban,35000.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,42.0,13.0,0.0,13.0,urban,30588.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
1.0,44.0,1.0,0.0,1.0,urban,3533.0,5500.0,2750.0,1.0,0.0,0.5,0.0,1.0
0.0,240.0,35.0,10.0,0.0,urban,0.0,167000.0,167000.0,0.0,1.0,1.0,0.0,0.0
1.0,300.0,2.0,2.0,2.0,rural,0.0,76500.0,65025.0,1.0,1.0,0.85,0.0,0.0
1.0,84.0,2.0,2.0,2.0,rural,0.0,12500.0,10625.0,1.0,0.0,0.85,0.0,0.0
1.0,60.0,2.0,2.0,2.0,rural,0.0,10000.0,8500.0,1.0,0.0,0.85,0.0,0.0
0.0,240.0,9.0,2.0,0.0,urban,0.0,404000.0,404000.0,0.0,1.0,1.0,0.0,0.0
0.0,55.0,3.0,0.0,3.0,urban,35000.0,35000.0,17500.0,0.0,0.0,0.5,0.0,1.0
0.0,43.0,2.0,0.0,2.0,urban,9830.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
1.0,84.0,7.0,0.0,7.0,urban,0.0,15000.0,7500.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,1.0,0.0,1.0,urban,0.0,25000.0,12500.0,0.0,0.0,0.5,0.0,0.0
0.0,84.0,2.0,0.0,2.0,urban,0.0,100000.0,50000.0,0.0,0.0,0.5,0.0,0.0
0.0,60.0,1.0,0.0,1.0,urban,22998.0,23000.0,11500.0,1.0,0.0,0.5,0.0,1.0
0.0,279.0,12.0,0.0,12.0,urban,181156.0,441000.0,330750.0,0.0,1.0,0.75,0.0,1.0
0.0,60.0,10.0,2.0,10.0,urban,90000.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
1.0,36.0,1.0,0.0,1.0,rural,0.0,50000.0,25000.0,1.0,0.0,0.5,0.0,0.0
0.0,240.0,5.0,10.0,0.0,urban,0.0,344000.0,344000.0,0.0,1.0,1.0,0.0,0.0
0.0,56.0,1.0,0.0,1.0,urban,10000.0,10000.0,5000.0,0.0,0.0,0.5,0.0,1.0
0.0,62.0,1.0,0.0,1.0,urban,23200.0,24000.0,12000.0,0.0,0.0,0.5,0.0,1.0
0.0,61.0,15.0,0.0,15.0,urban,94561.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
1.0,240.0,1.0,15.0,0.0,urban,0.0,547000.0,547000.0,1.0,1.0,1.0,0.0,0.0
1.0,47.0,10.0,0.0,10.0,urban,85000.0,85000.0,42500.0,0.0,0.0,0.5,0.0,1.0
0.0,9.0,1.0,4.0,1.0,urban,20484.0,100000.0,50000.0,0.0,0.0,0.5,0.0,1.0
0.0,84.0,2.0,2.0,4.0,urban,0.0,48000.0,24000.0,0.0,0.0,0.5,0.0,0.0
0.0,70.0,2.0,0.0,2.0,urban,22353.0,30000.0,15000.0,0.0,0.0,0.5,0.0,1.0
